date,unemp_rate,job_openings_index,hires_index,quits_index,cpi_index,real_openings_index,yoy_unemp_rate,yoy_job_openings_index
1947-01-01,,,,,8.30530100916367,,,
1947-02-01,,,,,8.359432393767158,,,
1947-03-01,,,,,8.50636043769091,,,
1947-04-01,,,,,8.50636043769091,,,
1947-05-01,,,,,8.487027800332521,,,
1947-06-01,,,,,8.53729265746433,,,
1947-07-01,,,,,8.595290569539497,,,
1947-08-01,,,,,8.661021536558017,,,
1947-09-01,,,,,8.831148745311836,,,
1947-10-01,,,,,8.85821443761358,,,
1947-11-01,,,,,8.916212349688744,,,
1947-12-01,,,,,9.051540811197464,,,
1948-01-01,3.4,,,,9.15593705293276,,,
1948-02-01,3.8,,,,9.152070525461085,,,
1948-03-01,4.0,,,,9.086339558442564,,,
1948-04-01,3.9,,,,9.210068437536249,,,
1948-05-01,3.5,,,,9.283532459498126,,,
1948-06-01,3.6,,,,9.337663844101613,,,
1948-07-01,3.6,,,,9.434327030893554,,,
1948-08-01,3.9,,,,9.445926613308588,,,
1948-09-01,3.8,,,,9.418860921006845,,,
1948-10-01,3.7,,,,9.399528283648454,,,
1948-11-01,3.8,,,,9.34153037157329,,,
1948-12-01,4.0,,,,9.298998569384837,,,
1949-01-01,4.3,,,,9.283532459498126,,26.470588235294112,
1949-02-01,4.7,,,,9.244867184781349,,23.684210526315795,
1949-03-01,5.0,,,,9.244867184781349,,25.0,
1949-04-01,5.3,,,,9.248733712253026,,35.897435897435905,
1949-05-01,6.1,,,,9.244867184781349,,74.28571428571426,
1949-06-01,6.2,,,,9.248733712253026,,72.22222222222223,
1949-07-01,6.7,,,,9.163670107876117,,86.11111111111111,
1949-08-01,6.8,,,,9.163670107876117,,74.35897435897436,
